,Review,UpVotes,Rating,Label,Length,Positive,Negative,Present,Past,Future,b,f,r,u
2795,app pretty good enjoyable good time waister need enjoying capabilites instagram issue list insight business account setting allinall tho great app love ability,1.0,4.0,f,291,4,-1,0.75,0.0,0.25,0,1,0,0
2797,perfect app time narcissist finally platform talk show interested girl bikini money luxury lifestyle similar lot content generally boring sometimes find interesting,12.0,4.0,r,289,3,-2,1.0,0.0,0.0,0,0,1,0
2799,logout problem humble request dont english please read full problem logout device save identity give option remove previous info irritating uninstalled app download save information dont ask,0.0,3.0,b,292,3,-4,0.8571428571428571,0.0,0.14285714285714285,1,0,0,0
2801,honestly insta giving satisfactory user experience im constantly action blocked interacting people interact reason instagram logging comment sort spam ive reach multiple,159.0,1.0,u,293,2,-2,0.6,0.2,0.2,0,0,0,1
2803,instagram favorite social medium app slowest video pause second lot post forever show picture ive installing didnt help fixed relief finally watch video,41.0,3.0,b,289,2,-1,0.5555555555555556,0.2222222222222222,0.2222222222222222,1,0,0,0
2805,happened ig phone oppo new version ig work phone run ig phone home button start working need restart phone make home button work old version ig version hope youll fix,8.0,1.0,b,284,3,-1,0.7,0.2,0.1,1,0,0,0
2807,im messed put song story line automatically frame manually lining word theyve messed font super huge doesnt line correctly horizontally verticall,26.0,2.0,u,293,1,-1,0.2,0.4,0.4,0,0,0,1
2809,good app problem laggy multiple picture posted cropped good feature atleast allow cropping option square ratio post vertical picture size jus,288.0,3.0,b,292,3,-2,0.6,0.2,0.2,1,0,0,0
2811,love app couldnt find password old phone ive changed email address account synched differently back twitter facebook skype oddbal,1461.0,5.0,u,283,3,-1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,0,1
2813,favourite social medium app year update working acc like share post story option work account logged acc uninstalled installed numerous complaint,112.0,3.0,b,293,2,-2,0.75,0.25,0.0,1,0,0,0
2815,bug bug bug matter time youll report bat eye issue unable resolve issue connect facebook page youve reached number business facing issue past month developer wasting time money,138.0,1.0,b,289,2,-2,0.6666666666666666,0.3333333333333333,0.0,1,0,0,0
2817,edit view highlight profile error failed load highlight error loading highlight stuck screen navigate home page kill app make adding new highlight,159.0,1.0,b,294,1,-3,0.6363636363636364,0.09090909090909091,0.2727272727272727,1,0,0,0
2819,app improved like flow major battery consumption time samsung thing like mention filter story updating adding like save annoying,2817.0,4.0,u,292,2,-3,0.75,0.125,0.125,0,0,0,1
2821,love application lot giving star add post story missing account logged account phone confirm problem phone found problem account mine public account report,140.0,4.0,b,292,3,-2,0.5,0.3333333333333333,0.16666666666666666,1,0,0,0
2823,good app nice easy problem added chat consists bot asking sex request seriously need removed im sick blocking mention fact sudden account started,279.0,2.0,u,287,4,-2,0.625,0.375,0.0,0,0,0,1
2825,week news feed ne work freeze scroll dm work open notification uninstalling couple time work second freeze worst update long time btw work perfectly pc,128.0,1.0,b,291,3,-3,0.75,0.25,0.0,1,0,0,0
2827,group chat sometimes part message dissappear show thing receiving message notification text text message dosnt show message time message back like,1.0,3.0,b,295,2,-1,0.6,0.4,0.0,1,0,0,0
2829,update want mention story writting usernames suggestion dont show making hard mention people video story playing press power button screen bothersome caused lot trouble annoye,149.0,1.0,b,288,2,-3,0.875,0.125,0.0,1,0,0,0
2831,love app function dont work social medium platform choose send picture view difficult edit picture format posting apps,103.0,4.0,f,293,3,-2,0.75,0.0,0.25,0,1,0,0
2833,enjoy app help growing brand thing great tool option edit photo posted sometimes miss thing helpful tool delete photo star,220.0,4.0,f,294,3,-2,0.5,0.16666666666666666,0.3333333333333333,0,1,0,0
2835,help everytime open app crashing ive reinstalled cleared cache rebooted phone instagram helped reconnect long lost friend fun app issue started today ive please help dont,193.0,4.0,b,288,3,-1,0.15384615384615385,0.46153846153846156,0.38461538461538464,1,0,0,0
2837,great id purchased phone time ago didnt password recently ran wish instagram could back id written time,3.0,5.0,r,225,3,-1,0.2857142857142857,0.5714285714285714,0.14285714285714285,0,0,1,0
2839,love instagram honestly starting today open app stopping super annoying app way contact friend happening friend id appreciate yall could ge,143.0,2.0,b,289,3,-4,0.7,0.0,0.3,1,0,0,0
2841,ive unable comment post day ive posting image page post caption ive reported issue time instagram help service delete app reinstall time work,239.0,1.0,b,293,1,-1,0.875,0.125,0.0,1,0,0,0
2843,surely give star instagram wasnt unfortunately instagram stopped happened day started like please fix problem immediately giving update problem problem bo,37.0,3.0,b,288,3,-2,0.3333333333333333,0.4444444444444444,0.2222222222222222,1,0,0,0
2845,love app response technical issue acct simplyblushed dont understand blocked instagram day time reason like comment follow people point application ad,100.0,1.0,u,292,2,-2,0.375,0.25,0.375,0,0,0,1
2847,good friend thing youre waist time need work content theft account steal exact content youtube credit frustrating thing day account,135.0,3.0,r,294,3,-3,0.5714285714285714,0.2857142857142857,0.14285714285714285,0,0,1,0
2849,talking android version mobile device version perfectly fine talking version window microsoft edge install desktop laptop onestar lo,305.0,1.0,r,293,4,-1,0.6,0.2,0.2,0,0,1,0
2851,app worst social medium term security privacy year hacked time havent original account back im assuming wont back support horrible need contact,121.0,1.0,u,290,2,-4,0.25,0.25,0.5,0,0,0,1
2853,huge instagram fan recent update longer upload story ive uninstalled app updated cleared cooky cache upload story directly app app phone screen black,369.0,1.0,b,290,1,-1,0.6,0.4,0.0,1,0,0,0
2855,love app somethings working month change profile bio profile picture public private account operation failed network connection working dont,405.0,4.0,b,288,3,-3,0.6666666666666666,0.16666666666666666,0.16666666666666666,1,0,0,0
2857,like app rarely account automatically log disappear opened new account minute account automatically logged original password fb login method ava,75.0,1.0,b,292,2,-1,0.5,0.5,0.0,1,0,0,0
2859,guy kidding im updating app doesnt change version unread voice message blue serious voice message freaking app lag bug voice,97.0,1.0,b,292,1,-2,1.0,0.0,0.0,1,0,0,0
2861,problem logging stopping enough direction help people new im people picture gallery like didnt post app mention app,221.0,2.0,b,292,2,-2,0.8571428571428571,0.14285714285714285,0.0,1,0,0,0
2863,app opposed facebook enjoy lot inspiration need please stop autoplay story incredibly annoying watch story want autoplays dont want people purposely watched,46.0,2.0,u,295,3,-5,0.6666666666666666,0.2222222222222222,0.1111111111111111,0,0,0,1
2865,instagram best social medium sitesbut problem theme featurefor week theme option available instagram suddenly day theme automatically changed dark light theme option disappeared profilei,7.0,4.0,u,294,2,-2,0.14285714285714285,0.42857142857142855,0.42857142857142855,0,0,0,1
2867,app everyday post art app made lot friend fun sometimes lag idk explain lag phone conncection strong problem update updated week ago need update agai,107.0,4.0,u,292,2,-2,0.5,0.5,0.0,0,0,0,1
2869,like problem happening app closing open matter restart phone uninstall reinstall clear cache saved data wont back app started working bit acco,117.0,1.0,b,294,2,-2,0.5714285714285714,0.2857142857142857,0.14285714285714285,1,0,0,0
2871,layout functionality app fine main problem receive new data minute opening post story message load app closed restarted minute issue mult,114.0,3.0,u,294,3,-2,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
2873,data saver option working redmi note pro video wont load adv happen video post please add option video default stop user want play click play button please add feature please fix issue asap,0.0,1.0,b,275,3,-2,0.5,0.0,0.5,1,0,0,0
2875,app great especially connect online mini flaw like point like io user bit easier instagram android user dont option show picture video live post story,85.0,4.0,b,297,3,-1,0.8,0.0,0.2,1,0,0,0
2877,love instagram hasnt letting post story delete reinstall app numerous time worked post story app thing happens happening poa,13.0,3.0,u,294,3,-1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0,0,0,1
2879,instagram awhile ironically couldnt stand love facebook instagram offer variety content quick easy view platform basically follow celebrity kind business tv show follow,155.0,5.0,r,291,3,-2,0.75,0.0,0.25,0,0,1,0
2881,accessible moment creativity fast paced world love sharing instagram wish algorithm wasnt mess stopped posting month back slow stuff plentiful dont remedy,81.0,4.0,u,291,3,-1,0.5555555555555556,0.4444444444444444,0.0,0,0,0,1
2883,love apprecently started new accountthis account option add post storyi make post story eventhough setting correcti browsed problem browsera site start new account please correct fast possi,82.0,5.0,f,291,3,-2,0.4444444444444444,0.2222222222222222,0.3333333333333333,0,1,0,0
2885,instagram favorite apps nowwell terrible post dont load dont show sometimes hashtags broken day point post wont show anywaythe help center remains,34.0,1.0,b,285,2,-4,0.75,0.25,0.0,1,0,0,0
2887,ive instagram year unfortunately year lagging occasionally havent post feed story post feed tag people tag dissapear tag multiple,17.0,4.0,b,293,1,-2,1.0,0.0,0.0,1,0,0,0
2889,dark mode terrible instagram personal opinion instagram better white background pitch black background dark gray system wide guy need figure toggle dark mode onoff app,60.0,4.0,u,291,2,-4,0.75,0.0,0.25,0,0,0,1
2891,totally agree catarina lope im suffering problem great hindrance app need fixed good rating p im new problem enter email address profile im notified email address already,107.0,1.0,u,288,3,-4,0.5,0.5,0.0,0,0,0,1
2893,constantly action blocked like week ill like picture boom im blocked liking picture feed stay insta minute back normal blocked constant im starting hate insta,96.0,1.0,b,287,3,-4,0.5833333333333334,0.25,0.16666666666666666,1,0,0,0
2895,fine samsung galaxy update early march stop live notification im app ive set notification receive live notification people dont follow annoying controlling expect,89.0,1.0,u,282,3,-3,0.75,0.0,0.25,0,0,0,1
2897,reason instagram picky picture post arent square sometimes let post picture graphic ive made personal account run page group im dont android iphone thin,86.0,2.0,u,289,2,-1,0.6666666666666666,0.3333333333333333,0.0,0,0,0,1
2899,instagram android killing quality uploads io version apple pay guy lowering upload quality nonios phone galaxy personally best camera video photo story,0.0,1.0,f,293,2,-2,0.625,0.25,0.125,0,1,0,0
2901,bug due diligence comment reporting account growing fast people report account growth organic instagram put human touch app guess facebook,1.0,3.0,b,272,1,-1,0.5,0.16666666666666666,0.3333333333333333,1,0,0,0
2903,year trouble today time open app open split close error message instagram stopped ive updating app uninstalling reinstalling resetting phonenothing working hasnt worked,57.0,1.0,b,289,1,-2,0.6923076923076923,0.23076923076923078,0.07692307692307693,1,0,0,0
2905,bad app enjoyable main issue automatically crop photo due limited sizingnot problem twitter btw force crop photo resize appssize turn lower quality photo,1954.0,2.0,f,292,3,-2,0.6666666666666666,0.3333333333333333,0.0,0,1,0,0
2907,app allows communicate friend post highlight life back allows update im feeling day story hour refreshing covid im constantly app allows search,42.0,5.0,u,291,2,-1,0.8181818181818182,0.0,0.18181818181818182,0,0,0,1
2909,easy fun fun track people wish apparent need update dont update time app start running slower doesnt need updated time slowed havent,165.0,4.0,b,287,2,-1,0.4,0.2,0.4,1,0,0,0
2911,great app sharing algorithm suck people account grow follower post people unknowingly tested interact account ignore post possibly post,64.0,3.0,u,288,3,-2,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,0,0,1
2913,good app find friend favorite celebrity fun ive app long time pretty cool report problem minute ago like post sudden couldnt action blo,191.0,5.0,b,288,4,-2,0.0,0.5,0.5,1,0,0,0
